example_id,metadata,relation_type,entity_1,entity_2,content,tagged_sentence
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,heat distribution room,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. <e2>heat distribution room</e2>; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing."
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,car wash facility,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. <e2>car wash facility</e2>; 8. special facilities cleansed by water rinsing."
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,wash rooms,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and bathrooms as well as <e2>wash rooms</e2> in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing."
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,laundry room,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. <e2>laundry room</e2>; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing."
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,toilet facility,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. <e2>toilet facility</e2> intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing."
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,bathrooms,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and <e2>bathrooms</e2> as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing."
726e23c9-02a3-4c56-98d0-8981b7ce877b,{'ID': '126_Finnish_Health-WaterAndSewerage'},necessity,premises,showers,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.","In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. <e2>showers</e2> and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing."
72785bd7-d935-4c81-ab5f-ba2095ba62a9,{'ID': '20_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,controls,within reasonable reach of the occupants,"Manual controls, where provided, should be within reasonable reach of the occupants.","Manual <e1>controls</e1>, where provided, should be <e2>within reasonable reach of the occupants</e2>."
72b3e031-a732-4749-af3e-ffd5c635e830,{'ID': '145_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,Boards,fitted to the structure,Boards should be fitted to the structure to avoid any gaps between board edges and between the board facings.,<e1>Boards</e1> should be <e2>fitted to the structure</e2> to avoid any gaps between board edges and between the board facings.
72d93d34-a477-4505-9754-e7ca2c59b6ec,{'ID': '63_UK_DocO_Overheating'},necessity,building,constructed to meet requirement O1 using passive means as far as reasonably practicable,The building should be constructed to meet requirement O1 using passive means as far as reasonably practicable.,The <e1>building</e1> should be <e2>constructed to meet requirement O1 using passive means as far as reasonably practicable</e2>.
7323113d-fcd0-4e19-a24a-c6171ec8c2b7,{'ID': '295_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,District heat networks,designed to accommodate heat meter(s) for each dwelling,District heat networks and community heating systems should be designed to accommodate heat meter(s) for each dwelling.,<e1>District heat networks</e1> and community heating systems should be <e2>designed to accommodate heat meter(s) for each dwelling</e2>.
7323113d-fcd0-4e19-a24a-c6171ec8c2b7,{'ID': '295_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,community heating systems,designed to accommodate heat meter(s) for each dwelling,District heat networks and community heating systems should be designed to accommodate heat meter(s) for each dwelling.,District heat networks and <e1>community heating systems</e1> should be <e2>designed to accommodate heat meter(s) for each dwelling</e2>.
73a6e4e0-c157-4cae-bc28-c0788f6a1e53,{'ID': '73_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,safety features,carefully considered to suit the needs of people who cannot react quickly,"Activation (e.g. motion sensors and push buttons), safety features and the time-lapse allowed for entry and exit through powered door systems should be carefully considered to suit the needs of people who cannot react quickly.","Activation (e.g. motion sensors and push buttons), <e1>safety features</e1> and the time-lapse allowed for entry and exit through powered door systems should be <e2>carefully considered to suit the needs of people who cannot react quickly</e2>."
73a6e4e0-c157-4cae-bc28-c0788f6a1e53,{'ID': '73_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,time-lapse,carefully considered to suit the needs of people who cannot react quickly,"Activation (e.g. motion sensors and push buttons), safety features and the time-lapse allowed for entry and exit through powered door systems should be carefully considered to suit the needs of people who cannot react quickly.","Activation (e.g. motion sensors and push buttons), safety features and the <e1>time-lapse</e1> allowed for entry and exit through powered door systems should be <e2>carefully considered to suit the needs of people who cannot react quickly</e2>."
73a6e4e0-c157-4cae-bc28-c0788f6a1e53,{'ID': '73_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,Activation,carefully considered to suit the needs of people who cannot react quickly,"Activation (e.g. motion sensors and push buttons), safety features and the time-lapse allowed for entry and exit through powered door systems should be carefully considered to suit the needs of people who cannot react quickly.","<e1>Activation</e1> (e.g. motion sensors and push buttons), safety features and the time-lapse allowed for entry and exit through powered door systems should be <e2>carefully considered to suit the needs of people who cannot react quickly</e2>."
73b4b305-8971-489a-a290-f996e1f63e19,{'ID': '19_Finnish_Accessibility'},greater-equal,width,800 millimetres,"The clear width of the door and opening leading to room spaces of a non-residential building as well as to residential rooms of a residential building, necessary spaces serving residence and spaces serving the use of the building shall be at least 800 millimetres.","The clear <e1>width</e1> of the door and opening leading to room spaces of a non-residential building as well as to residential rooms of a residential building, necessary spaces serving residence and spaces serving the use of the building shall be at least <e2>800 millimetres</e2>."
73de2b17-802a-4cce-910b-049a35561a0c,{'ID': '108_UK_DocF_V2_Ventilation'},necessity,Purge ventilation,provided by natural means (e.g. an openable window) ormechanical means (e.g. a fan),Purge ventilation may be provided by natural means (e.g. an openable window) ormechanical means (e.g. a fan).,<e1>Purge ventilation</e1> may be <e2>provided by natural means (e.g. an openable window) ormechanical means (e.g. a fan)</e2>.
73efbdcb-2751-4f01-9471-ccca44ccc0f3,{'ID': '133_Finnish_Health-WaterAndSewerage'},necessity,waste water,pumped,"If a drainage point is located below the height of backwater, the waste water must be pumped.","If a drainage point is located below the height of backwater, the <e1>waste water</e1> must be <e2>pumped</e2>."
74002ed3-548e-4e2f-8835-be76e643c67d,{'ID': '51_UK_DocM_V1_AccessAndUseOfBuildings'},greater-equal,300mm,wide,NOTE 2: Double doors effectively provide nibs where each leaf is at least 300mm wide.,NOTE 2: Double doors effectively provide nibs where each leaf is at least <e1>300mm</e1> <e2>wide</e2>.
745d890e-3b3c-4972-8b75-dfdfd81e764a,{'ID': '58_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,Handrails,"extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level","Handrails should be set at heights that are convenient for all users of the building and should extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level.","<e1>Handrails</e1> should be set at heights that are convenient for all users of the building and should <e2>extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level</e2>."
745d890e-3b3c-4972-8b75-dfdfd81e764a,{'ID': '58_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,Handrails,set at heights that are convenient for all users of the building,"Handrails should be set at heights that are convenient for all users of the building and should extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level.","<e1>Handrails</e1> should be <e2>set at heights that are convenient for all users of the building</e2> and should extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level."
746c2a1e-aa29-4913-b431-c415290a9f4b,{'ID': '220_UK_DocF_V1_Ventilation'},necessity,controls,inspected to ensure that the following have been achieved,controls should be inspected to ensure that the following have been achieved.,<e1>controls</e1> should be <e2>inspected to ensure that the following have been achieved</e2>.
746e7940-e063-42d5-a5c7-af12bb243924,{'ID': '128_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,floor areas,accessible,"All floor areas, even when located at different levels, should be accessible.","All <e1>floor areas</e1>, even when located at different levels, should be <e2>accessible</e2>."
74b9ee2c-0192-442d-b5a1-a2974d456429,{'ID': '67_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,where required by a local planning authority,dwelling is wheelchair accessible,"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.","The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, <e1>where required by a local planning authority</e1>, the <e2>dwelling is wheelchair accessible</e2>."
74b9ee2c-0192-442d-b5a1-a2974d456429,{'ID': '67_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,key parts of the accommodation,"easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible","The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.","The dwelling is wheelchair adaptable such that <e1>key parts of the accommodation</e1>, including sanitary facilities and kitchens, could be <e2>easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible</e2>."
750a4f32-2581-4040-ac8b-8e4ad59abd56,{'ID': '48_UK_DocF_V2_Ventilation'},necessity,Extract ventilators,capable of continuous operation if required,Extract ventilators in sanitary accommodation should be capable of continuous operation if required.,<e1>Extract ventilators</e1> in sanitary accommodation should be <e2>capable of continuous operation if required</e2>.
755b768a-b9d0-4175-8b69-398c399aeac7,{'ID': '86_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,information,easily obtained from a reception point or gathered from notice boards and signs,It should be possible for information about the building to be easily obtained from a reception point or gathered from notice boards and signs.,It should be possible for <e1>information</e1> about the building to be <e2>easily obtained from a reception point or gathered from notice boards and signs</e2>.
7575211d-616b-42bb-b112-73a949e7ca6a,{'ID': '176_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,facility,divided into distinct wet and dry areas,Any combined facility should be divided into distinct wet and dry areas.,Any combined <e1>facility</e1> should be <e2>divided into distinct wet and dry areas</e2>.
7577d9f7-9f3c-4d3b-b8d9-da31d3e1b201,{'ID': '150_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,glare and reflections,"avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language","For example, glare and reflections from shiny surfaces, and large repeating patterns, should be avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language.","For example, <e1>glare and reflections</e1> from shiny surfaces, and large repeating patterns, should be <e2>avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language</e2>."
7577d9f7-9f3c-4d3b-b8d9-da31d3e1b201,{'ID': '150_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,patterns,"avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language","For example, glare and reflections from shiny surfaces, and large repeating patterns, should be avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language.","For example, glare and reflections from shiny surfaces, and large repeating <e1>patterns</e1>, should be <e2>avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language</e2>."
759d26ff-821f-4949-9096-a7e15c5580f6,{'ID': '137_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,doors,installed,Windows and doors: should be installed in such a way that the thermal integrity of the insulated plane is maintained.,Windows and <e1>doors</e1>: should be <e2>installed</e2> in such a way that the thermal integrity of the insulated plane is maintained.
759d26ff-821f-4949-9096-a7e15c5580f6,{'ID': '137_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,Windows,installed,Windows and doors: should be installed in such a way that the thermal integrity of the insulated plane is maintained.,<e1>Windows</e1> and doors: should be <e2>installed</e2> in such a way that the thermal integrity of the insulated plane is maintained.
75bb8f62-768c-4f82-8f94-48fc158a85f6,{'ID': '239_Finnish_FireSafety'},necessity,fire and service rescue equipment,sufficiently close access to the building (emergency access road),It must be possible for fire and service rescue equipment to have sufficiently close access to the building (emergency access road).,It must be possible for <e1>fire and service rescue equipment</e1> to have <e2>sufficiently close access to the building (emergency access road)</e2>.
75c60084-6878-472d-8694-e8739e0dd76c,{'ID': '115_Finnish_SafetyOfUse'},greater-equal,width,900 millimetres,The width of access routes in assembly areas with a maximum capacity of 60 persons must be at least 900 millimetres.,The <e1>width</e1> of access routes in assembly areas with a maximum capacity of 60 persons must be at least <e2>900 millimetres</e2>.
75c60084-6878-472d-8694-e8739e0dd76c,{'ID': '115_Finnish_SafetyOfUse'},equal,maximum capacity,60 persons,The width of access routes in assembly areas with a maximum capacity of 60 persons must be at least 900 millimetres.,The width of access routes in assembly areas with a <e1>maximum capacity</e1> of <e2>60 persons</e2> must be at least 900 millimetres.
7602a501-a5b5-429c-99e1-8bc801243494,{'ID': '111_Finnish_Health-Humidity'},necessity,flooring,waterproofing,"The flooring and wall covering must provide waterproofing, or separate waterproofing must be installed under the flooring and behind the wall covering.","The <e1>flooring</e1> and wall covering must provide waterproofing, or separate <e2>waterproofing</e2> must be installed under the flooring and behind the wall covering."
7602a501-a5b5-429c-99e1-8bc801243494,{'ID': '111_Finnish_Health-Humidity'},necessity,flooring,provide waterproofing,"The flooring and wall covering must provide waterproofing, or separate waterproofing must be installed under the flooring and behind the wall covering.","The <e1>flooring</e1> and wall covering must <e2>provide waterproofing</e2>, or separate waterproofing must be installed under the flooring and behind the wall covering."
7602a501-a5b5-429c-99e1-8bc801243494,{'ID': '111_Finnish_Health-Humidity'},necessity,wall covering,provide waterproofing,"The flooring and wall covering must provide waterproofing, or separate waterproofing must be installed under the flooring and behind the wall covering.","The flooring and <e1>wall covering</e1> must <e2>provide waterproofing</e2>, or separate waterproofing must be installed under the flooring and behind the wall covering."
7602a501-a5b5-429c-99e1-8bc801243494,{'ID': '111_Finnish_Health-Humidity'},necessity,wall covering,waterproofing,"The flooring and wall covering must provide waterproofing, or separate waterproofing must be installed under the flooring and behind the wall covering.","The flooring and <e1>wall covering</e1> must provide waterproofing, or separate <e2>waterproofing</e2> must be installed under the flooring and behind the wall covering."
76acc6bd-50c0-4f3f-b015-42e171ec6ce7,{'ID': '82_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,electric vehicle charge point,installed,One electric vehicle charge point must be installed.,One <e1>electric vehicle charge point</e1> must be <e2>installed</e2>.
76acc6bd-50c0-4f3f-b015-42e171ec6ce7,{'ID': '82_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},equal,One,electric vehicle charge point,One electric vehicle charge point must be installed.,<e1>One</e1> <e2>electric vehicle charge point</e2> must be installed.
76bf63bd-30f4-440d-81a0-61ca16170f70,{'ID': '177_UK_DocM_V2_AccessAndUseOfBuildings'},less,proportion of the cooling load relating to distribution pipework,1,Control should be maximised and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.,Control should be maximised and heat gain to uninsulated pipes should only be permitted where the <e1>proportion of the cooling load relating to distribution pipework</e1> is less than <e2>1</e2> of the total load.
76bf63bd-30f4-440d-81a0-61ca16170f70,{'ID': '177_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,Control,maximised,Control should be maximised and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.,<e1>Control</e1> should be <e2>maximised</e2> and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.
76bf63bd-30f4-440d-81a0-61ca16170f70,{'ID': '177_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,heat gain,permitted,Control should be maximised and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.,Control should be maximised and <e1>heat gain</e1> to uninsulated pipes should only be <e2>permitted</e2> where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.
77b0edab-012f-4047-a2db-fe6303993780,{'ID': '60_UK_DocF_V2_Ventilation'},necessity,Ventilation systems,able to operate in a mode that reduces the risk of the transmission of airborne infection,"Ventilation systems that, under normal operation, recirculate air between more than one space, room or zone should also be able to operate in a mode that reduces the risk of the transmission of airborne infection.","<e1>Ventilation systems</e1> that, under normal operation, recirculate air between more than one space, room or zone should also be <e2>able to operate in a mode that reduces the risk of the transmission of airborne infection</e2>."
77be05f2-cd8c-4d35-85e4-6637b999d8e7,{'ID': '452_UK_DocM_V2_AccessAndUseOfBuildings'},greater-equal,value,10,The value of the consequential improvement works should not be less than 10 of the value of the principal works.,The <e1>value</e1> of the consequential improvement works should not be less than <e2>10</e2> of the value of the principal works.
77f993c6-dff1-4f9a-8f66-73221d3cbaff,{'ID': '43_UK_DocF_V1_Ventilation'},greater-equal,ventilation rate,13l/s,"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.","If the dwelling only has one habitable room, a minimum <e1>ventilation rate</e1> of <e2>13l/s</e2> should be used."
77f993c6-dff1-4f9a-8f66-73221d3cbaff,{'ID': '43_UK_DocF_V1_Ventilation'},equal,one,habitable room,"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.","If the dwelling only has <e1>one</e1> <e2>habitable room</e2>, a minimum ventilation rate of 13l/s should be used."
78094ea9-f870-40e9-8174-8dfce8f30a90,{'ID': '181_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,penetrating services,sealed to the air barrier,The penetrating services should be sealed to the air barrier using proprietary grommets or collars with air-sealing tape or sealant.,The <e1>penetrating services</e1> should be <e2>sealed to the air barrier</e2> using proprietary grommets or collars with air-sealing tape or sealant.
783c19fa-0ef2-466f-b3e9-d4690e34ac5f,{'ID': '214_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,electrical output,appropriately sized for the site and available infrastructure,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its <e1>electrical output</e1> are <e2>appropriately sized for the site and available infrastructure</e2>; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.
783c19fa-0ef2-466f-b3e9-d4690e34ac5f,{'ID': '214_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,system,appropriately sized for the site and available infrastructure,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the <e1>system</e1> and its electrical output are <e2>appropriately sized for the site and available infrastructure</e2>; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.
783c19fa-0ef2-466f-b3e9-d4690e34ac5f,{'ID': '214_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,it,commissioned,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) <e1>it</e1> must be <e2>commissioned</e2> by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.
783c19fa-0ef2-466f-b3e9-d4690e34ac5f,{'ID': '214_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,system,controls,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the <e1>system</e1> has effective <e2>controls</e2>; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.
78a7dc3d-5e1e-4858-8913-b319e30f2ff1,{'ID': '46_UK_DocF_V2_Ventilation'},equal,air extract rate,20 litres per second,The air extract rate should be 20 litres per second per machine during use.,The <e1>air extract rate</e1> should be <e2>20 litres per second</e2> per machine during use.
78b82c71-b2a9-41ea-a5f9-45bdba64fa7a,{'ID': '218_UK_DocF_V1_Ventilation'},necessity,operation,tested where it is practical,The correct operation of each control function should be tested where it is practical.,The correct <e1>operation</e1> of each control function should be <e2>tested where it is practical</e2>.
78d904cd-b605-43a6-b3a4-34c22f557123,{'ID': '84_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,dwelling emission rate,calculated,"Instead, the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.","Instead, the dwelling primary energy rate, <e1>dwelling emission rate</e1> and dwelling fabric energy efficiency rate should be <e2>calculated</e2> as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround."
78d904cd-b605-43a6-b3a4-34c22f557123,{'ID': '84_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,dwelling primary energy rate,calculated,"Instead, the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.","Instead, the <e1>dwelling primary energy rate</e1>, dwelling emission rate and dwelling fabric energy efficiency rate should be <e2>calculated</e2> as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround."
78d904cd-b605-43a6-b3a4-34c22f557123,{'ID': '84_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,dwelling fabric energy efficiency rate,calculated,"Instead, the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.","Instead, the dwelling primary energy rate, dwelling emission rate and <e1>dwelling fabric energy efficiency rate</e1> should be <e2>calculated</e2> as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround."
793cb939-b3d9-46eb-ae65-71a4d5c8031b,{'ID': '43_UK_DocM_V1_AccessAndUseOfBuildings'},less-equal,widened,3.3m,Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be <e1>widened</e1> to <e2>3.3m</e2>.
793cb939-b3d9-46eb-ae65-71a4d5c8031b,{'ID': '43_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,parking,at least one space is a standard parking bay,Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,Where the <e1>parking</e1> is within the private curtilage of the dwelling (but not within a carport or garage) <e2>at least one space is a standard parking bay</e2> that can be widened to 3.3m.
7a1bc727-1daa-4668-83f6-b44327b96898,{'ID': '133_Finnish_FireSafety'},necessity,spread of fire,restricted,"In glazed balconies, the spread of fire from one balcony to another and to an adjacent fire compartment must be restricted.","In glazed balconies, the <e1>spread of fire</e1> from one balcony to another and to an adjacent fire compartment must be <e2>restricted</e2>."
7a42150c-1f5d-449c-ac83-addfe816e46a,{'ID': '62_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,entrances,clearly sign-posted,Accessible entrances should be clearly sign-posted and easily recognisable.,Accessible <e1>entrances</e1> should be <e2>clearly sign-posted</e2> and easily recognisable.
